AvgNormIw,VarDiscRet,VarRet,IterType,AvgEpLen,MaxNormIw,VanillaAvgRet,MaxVanillaIw,eRenyi2,MinVanillaIw,VarNormIw,MinNormIw,AvgDiscRet,EpsThisIter,BatchSize,Delta,J,Bound,ESSRenyi,VarJ,ESSClassic,AvgVanillaIw,VarVanillaIw,AvgRet
0.01,42196.53670637394,42196.53670637394,1,14.3,0.07829327,132.93902769122084,8.052728,2.357428,0.0010540816,0.00016593785,1.024839e-05,132.93902769122084,100,100,0.3,317.8203,-55.069885,42.41910966780174,1118.3401,37.83887541828602,1.0285338,1.7554264,132.93902769122084
0.01,271152.4483858833,271152.4483858833,1,23.59,0.04687186,225.90486617456878,4.8119125,1.5094056,0.061453458,6.780494e-05,0.0005986056,225.90486617456878,100,100,0.3,487.0163,-451.17938,66.25124429268102,1925.2545,59.83477453066722,1.0266101,0.71461546,225.90486617456878
0.01,312757.95625434286,312757.95625434286,1,32.56,0.025389895,315.5766152428585,2.458598,1.3298808,0.037057403,3.610573e-05,0.00038269113,315.5766152428585,100,100,0.3,497.56848,-383.20575,75.1947072786661,1229.4386,73.66770802420741,0.9683372,0.33855507,315.5766152428585
0.009999999,1187927.8727208553,1187927.8727208553,1,67.79,0.17779718,668.0415059893069,20.627289,7.926555,5.875607e-22,0.00084907736,5.0644874e-24,668.0415059893069,100,100,0.3,3048.1787,897.9082,12.615820873381049,5129.288,10.631664238647362,1.1601583,11.428303,668.0415059893069
0.01,2894827.372050469,2894827.372050469,1,184.55,0.12895891,1836.5411954364072,13.61787,4.9412346,5.6911036e-09,0.0006168155,5.389378e-11,1836.5411954364072,100,100,0.3,4314.386,2616.6355,20.237857200758118,2049.2317,14.071677086307,1.0559852,6.8781395,1836.5411954364072
0.010000002,1847682.2848830007,1847682.2848830007,1,413.16,0.032707904,4127.468418846062,3.1911304,1.7733722,1.3150756e-06,8.35554e-05,1.3479037e-08,4127.468418846062,100,100,0.3,4798.4185,3781.331,56.38974238181935,612.989,54.728585124510126,0.975645,0.79534984,4127.468418846062
0.01,1336754.3633575442,1336754.3633575442,1,452.7,0.022281481,4524.903970350533,2.0674486,1.3235067,0.017693503,3.632863e-05,0.0001906879,4524.903970350533,100,100,0.3,4880.786,4002.125,75.55685137392625,371.32886,73.54815868117885,0.9278776,0.31277388,4524.903970350533
0.01,253543.9525336009,253543.9525336009,1,493.09,0.012813591,4930.530038325806,1.3046439,1.0385891,0.46479097,2.7360454e-06,0.004564956,4930.530038325806,100,100,0.3,4965.0107,4186.6514,96.28446715150517,248.65071,97.36275067068756,1.0181719,0.028363878,4930.530038325806
0.01,445455.7600139656,445455.7600139656,1,484.29,0.015053121,4841.968786201632,1.5001988,1.0998182,0.20623659,1.2572274e-05,0.0020693953,4841.968786201632,100,100,0.3,4937.331,4136.3564,90.92411573276404,284.9417,88.93113455108052,0.9966032,0.12487006,4841.968786201632
0.01,104390.07899055722,104390.07899055722,1,496.78,0.011558098,4967.488852475795,1.1531371,1.0191326,0.36870083,1.991449e-06,0.0036955539,4967.488852475795,100,100,0.3,4987.8823,4216.848,98.12265706441283,119.57157,98.06657650644038,0.9976876,0.019822493,4967.488852475795
0.01,150150.48963380992,150150.48963380992,1,494.67,0.012165716,4946.337753943822,1.1965057,1.0293409,0.18197009,4.2059933e-06,0.001850218,4946.337753943822,100,100,0.3,4988.014,4213.128,97.14954838809798,89.61219,96.00250319275666,0.98350614,0.04068392,4946.337753943822
0.010000002,0.08997539170257954,0.08997539170257954,1,500.0,0.010008895,4999.830437372755,1.0008497,1.000002,0.99668205,4.9824724e-11,0.009967216,4999.830437372755,100,100,0.3,4999.831,4236.068,99.99979734461846,0.29782483,99.99994659213675,0.99996024,4.9820704e-07,4999.830437372755
0.01,0.02629165240505397,0.02629165240505397,1,500.0,0.010006883,4999.862921990239,1.0007426,1.0000001,0.99901843,1.16189575e-11,0.009989643,4999.862921990239,100,100,0.3,4999.864,4236.101,99.99998807907247,0.16128062,99.99997711306183,1.0000542,1.16201704e-07,4999.862921990239
0.01,228692.79689139157,228692.79689139157,1,493.23,0.01284851,4931.851299809898,1.270519,1.0347005,0.27597433,4.096101e-06,0.0027908746,4931.851299809898,100,100,0.3,4972.2324,4195.3315,96.64632302256634,167.3506,96.10288592950184,0.98884535,0.0400523,4931.851299809898
0.010000002,38427.77847962363,38427.77847962363,1,497.59,0.011406094,4975.551099074441,1.1480635,1.0129732,0.44123915,1.6506222e-06,0.0043837423,4975.551099074441,100,100,0.3,4988.7007,4220.0,98.71929588163958,91.03269,98.39214697585754,1.0065353,0.016722672,4975.551099074441
0.009999998,0.017401524726253555,0.017401524726253555,1,500.0,0.01,4999.8899168371645,1.0,1.0,1.0,3.5044917e-18,0.01,4999.8899168371645,100,100,0.3,4999.89,4236.1274,100.0,0.13127099,100.0,1.0,,4999.8899168371645
0.01,4095.845880426777,4095.845880426777,1,499.37,0.010543597,4993.444065870759,1.0558332,1.0012822,0.8447434,1.5537172e-07,0.008435644,4993.444065870759,100,100,0.3,4994.4443,4230.1924,99.87194268518427,53.801632,99.84641938802585,1.0013976,0.001558063,4993.444065870759
0.01,0.018696609012427395,0.018696609012427395,1,500.0,0.010051148,4999.857560374731,1.0051569,1.0000005,0.99838006,1.4109659e-10,0.009983382,4999.857560374731,100,100,0.3,4999.858,4236.095,99.99995231630692,0.13597241,99.99987030585142,1.0000418,1.4110825e-06,4999.857560374731
0.01,0.038035138611112636,0.038035138611112636,1,500.0,0.01000273,4999.862416641995,1.0002792,1.0000019,0.99938196,2.468416e-12,0.009993758,4999.862416641995,100,100,0.3,4999.8633,4236.1,99.99980926550052,0.19400854,99.99999618532642,1.0000062,2.4685296e-08,4999.862416641995
0.01,31758.673533109744,31758.673533109744,1,498.23,0.011359266,4982.042085522521,1.1397383,1.0092154,0.49728745,9.606773e-07,0.004956243,4982.042085522521,100,100,0.3,4991.034,4223.7607,99.08687923994485,88.33358,99.05788614860914,1.0033556,0.0096713565,4982.042085522521
0.010000002,0.024258559134626562,0.024258559134626562,1,500.0,0.010007578,4999.846715440701,1.0007311,1.0000001,0.9989066,1.5125595e-11,0.009989332,4999.846715440701,100,100,0.3,4999.8477,4236.085,99.99998807907247,0.15494606,99.9999618520196,0.9999733,1.5124655e-07,4999.846715440701
0.010000003,7053.678341716399,7053.678341716399,1,499.17,0.010798503,4991.44225348662,1.0709538,1.0027173,0.7055393,4.4301828e-07,0.0071140025,4991.44225348662,100,100,0.3,4993.8633,4229.064,99.72901069286665,59.62222,99.56329372642786,0.9917614,0.0043574865,4991.44225348662
0.01,7226.990375756719,7226.990375756719,1,499.16,0.010636931,4991.352848420489,1.0584081,1.0023942,0.75738215,2.696999e-07,0.0076116403,4991.352848420489,100,100,0.3,4993.3833,4228.707,99.76115191280641,64.53947,99.73370052900663,0.9950314,0.0026702653,4991.352848420489
0.01,18499.740878413933,18499.740878413933,1,498.65,0.010996424,4986.247880544012,1.0992644,1.0054604,0.6526419,6.695455e-07,0.006528663,4986.247880544012,100,100,0.3,4990.9697,4225.125,99.45692723370317,88.66597,99.34149788393327,0.9996563,0.0066908533,4986.247880544012
