VarDiscRet,AvgEpLen,BatchSize,VarRet,VarNormIw,MinVanillaIw,VarJ,IterType,J,eRenyi2,MinNormIw,Delta,ESSRenyi,EpsThisIter,VanillaAvgRet,ESSClassic,AvgNormIw,AvgDiscRet,AvgRet,MaxNormIw,VarVanillaIw,Bound,AvgVanillaIw,MaxVanillaIw
42196.53670637394,14.3,100,42196.53670637394,0.0009037725,1.3474325e-07,2417.4092,1,639.60114,6.8958983,1.0992256e-09,0.4,14.50137386582686,100,132.93902769122084,10.052930703708151,0.010000002,132.93902769122084,132.93902769122084,0.23214237,13.579991,128.25562,1.2258016,28.456049
278281.44114078436,32.96,100,278281.44114078436,0.000115481365,0.011867448,3064.578,1,712.99036,2.0036027,0.000111394365,0.4,49.9100933765158,100,319.57825873053395,46.65777764687278,0.009999999,319.57825873053395,319.57825873053395,0.070457764,1.3106904,-153.80505,1.0653543,7.506249
1276566.4974061018,83.62,100,1276566.4974061018,0.0007365995,1.01199905e-13,3960.7917,1,3281.5603,8.043088,7.555835e-16,0.4,12.433035732812382,100,826.1884289720982,12.059329146332784,0.01,826.1884289720982,826.1884289720982,0.16018246,13.213769,1544.8672,1.339361,21.454214
3101638.106184861,186.02,100,3101638.106184861,0.00095851236,4.2910557e-20,2000.2544,1,4475.608,6.824632,6.1521765e-22,0.4,14.652804362348418,100,1851.433511281347,9.533549788900729,0.01,1851.433511281347,1851.433511281347,0.22513658,4.6630325,2875.847,0.6974858,15.702957
2053939.5305218552,414.77,100,2053939.5305218552,7.6539734e-05,0.00058172096,720.5877,1,4688.334,1.8242128,6.0830293e-06,0.4,54.81816626527534,100,4143.2479668262495,56.89112192605803,0.010000002,4143.2479668262495,4143.2479668262495,0.03464278,0.69996536,3861.243,0.95630145,3.3128939
527420.8611815065,479.2,100,527420.8611815065,1.2226083e-05,0.08470293,301.68576,1,4906.3525,1.1331708,0.00080607337,0.4,88.24794655347735,100,4790.394737935771,89.20301734298006,0.010000002,4790.394737935771,4790.394737935771,0.015846973,0.1350004,4254.479,1.0508091,1.6652144
466915.5293929916,478.27,100,466915.5293929916,2.022918e-05,0.23660545,295.34097,1,4912.5527,1.1895224,0.0023453918,0.4,84.06735443637115,100,4781.061733258147,83.31466788166982,0.01,4781.061733258147,4781.061733258147,0.018424574,0.20587185,4244.6675,1.0088099,1.8586892
272386.0919477235,491.37,100,272386.0919477235,5.3590416e-06,0.40487716,235.90022,1,4956.966,1.0610676,0.0039630844,0.4,94.24470389444639,100,4912.962486265542,94.96184945982169,0.01,4912.962486265542,4912.962486265542,0.013547911,0.055932865,4326.1724,1.0216213,1.3840835
195671.4544694133,494.92,100,195671.4544694133,3.3717383e-06,0.37735355,171.73897,1,4977.8877,1.034868,0.0038054576,0.4,96.63068121996493,100,4948.670657570777,96.76978254202238,0.01,4948.670657570777,4948.670657570777,0.012925346,0.033154074,4354.9307,0.9916115,1.2816921
10562.91498048624,498.6,100,10562.91498048624,8.571224e-07,0.63160765,72.96524,1,4989.4624,1.0056522,0.0063458863,0.4,99.43795784316352,100,4985.604748841752,99.1585734568832,0.01,4985.604748841752,4985.604748841752,0.01164592,0.008490887,4375.362,0.9953025,1.1591213
19357.409166829264,497.37,100,19357.409166829264,9.764993e-07,0.7259742,109.34197,1,4978.56,1.0088241,0.0073775565,0.4,99.12530738080243,100,4973.0108409437435,99.04250205592466,0.010000002,4973.0108409437435,4973.0108409437435,0.011407482,0.009455603,4363.4917,0.98403066,1.1225313
441.6357338937115,499.8,100,441.6357338937115,8.035167e-09,0.97185594,20.302013,1,4997.801,1.0000991,0.009706431,0.4,99.99009468928733,100,4997.738330521618,99.99206818330146,0.009999998,4997.738330521618,4997.738330521618,0.010201993,8.055262e-05,4385.398,1.0012494,1.021474
136985.19981027627,494.29,100,136985.19981027627,4.2257457e-06,0.23929179,108.950264,1,4980.6343,1.0400088,0.0023904971,0.4,96.15303409150566,100,4942.33386915495,95.98450513416225,0.010000002,4942.33386915495,4942.33386915495,0.012768654,0.042343087,4356.132,1.0010127,1.2781584
199704.0545793218,494.03,100,199704.0545793218,4.480255e-06,0.1397351,110.4954,1,4984.677,1.0351318,0.0014191716,0.4,96.6060542546251,100,4939.899441972375,95.7529385825263,0.01,4939.899441972375,4939.899441972375,0.012789495,0.04343542,4361.6406,0.9846245,1.259285
13882.942736814464,498.36,100,13882.942736814464,8.7822696e-07,0.61517215,76.13798,1,4989.009,1.0082822,0.0060910597,0.4,99.17858465345107,100,4983.189068324208,99.1380287013182,0.010000002,4983.189068324208,4983.189068324208,0.011148471,0.00895807,4374.106,1.0099592,1.1259501
0.04352909545461905,500.0,100,0.04352909545461905,3.5044917e-18,1.0,0.20759721,1,4999.8135,1.0,0.01,0.4,100.0,100,4999.813584278482,100.0,0.009999998,4999.813584278482,4999.813584278482,0.01,,4387.441,1.0,1.0
250855.58134717587,494.67,100,250855.58134717587,3.7186378e-06,0.17040391,307.10504,1,4968.513,1.0313302,0.0017172163,0.4,96.96215363364995,100,4946.34514337677,96.44924333624475,0.01,4946.34514337677,4946.34514337677,0.014780037,0.036617868,4346.622,0.99232644,1.4666622
0.05531227849265063,500.0,100,0.05531227849265063,3.3672842e-10,0.987507,0.23258607,1,4999.8306,1.0000013,0.009876661,0.4,99.99986886995345,100,4999.82965048418,99.99966425338614,0.010000002,4999.82965048418,4999.82965048418,0.010020495,3.3661838e-06,4387.458,0.9998389,1.001888
0.03344566834886725,500.0,100,0.03344566834886725,3.5044917e-18,1.0,0.18197107,1,4999.8223,1.0,0.01,0.4,100.0,100,4999.8223947890865,100.0,0.009999998,4999.8223947890865,4999.8223947890865,0.01,,4387.4497,1.0,1.0
